"","Pclass.2","Pclass.3","Sex.male","Embarked.Q","Embarked.S","family.small","family.solo","title.Master","title.Miss","title.Mr","title.Mrs","Age","Cabin.1","Cabin.2","Cabin.3","Cabin.4","ticket_group.small","ticket_group.solo","Fare","Survived"
"22",1,0,1,0,1,0,1,0,0,1,0,0.32093694789429,1,0,0,0,0,1,-0.3921174939734,1
"23",0,1,0,1,0,0,1,0,1,0,0,-1.10696838216147,0,0,0,0,0,1,-0.488155513673408,1
"24",0,0,1,0,1,0,1,0,0,1,0,-0.129980524754898,1,0,0,0,0,1,0.0425922998726988,1
"25",0,1,0,0,1,0,0,0,1,0,0,-1.63303876691886,0,0,0,0,0,0,-0.236104979070856,0
"26",0,1,0,0,1,0,0,0,0,0,1,0.621548596327081,0,0,0,0,0,0,-0.036862990224727,1
"27",0,1,1,0,0,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.503693007727232,0
"28",0,0,1,0,1,0,0,0,0,1,0,-0.80635673372868,0,0,1,0,0,0,4.43799132653881,0
"29",0,1,0,1,0,0,1,0,1,0,0,-0.42980933035323,0,0,0,0,0,1,-0.491053578965716,1
"30",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.490732859740034,0
"31",0,0,1,0,0,0,1,1,0,0,0,0.771854420543477,0,0,0,0,0,1,-0.107705230273415,0
"32",0,0,0,0,0,1,0,0,0,0,1,0.952186291419924,1,0,0,0,1,0,2.18756248123399,1
"33",0,1,0,1,0,0,1,0,1,0,0,-0.42980933035323,0,0,0,0,0,1,-0.493549779204156,1
"34",1,0,1,0,1,0,1,0,0,1,0,2.72583013535662,0,0,0,0,0,1,-0.440418582178522,0
"35",0,0,1,0,0,1,0,0,0,1,0,-0.129980524754898,0,0,0,0,1,0,0.944292470834144,0
"36",0,0,1,0,1,1,0,0,0,1,0,0.922160244759873,0,0,0,0,1,0,0.361379482026505,0
"37",0,1,1,0,0,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.503611861899047,1
"38",0,1,1,0,1,0,1,0,0,1,0,-0.656050909512284,0,0,0,0,0,1,-0.487753648619542,0
"39",0,1,0,0,1,1,0,0,1,0,0,-0.881509645836878,0,0,0,0,1,0,-0.295515317563156,0
"40",0,1,0,0,0,1,0,0,1,0,0,-1.18212129426967,0,0,0,0,1,0,-0.426088615329826,1
"41",0,1,0,0,1,1,0,0,0,0,1,0.771854420543477,0,0,0,0,0,1,-0.460222028342622,0
"42",1,0,0,0,1,1,0,0,0,0,1,-0.205133436863096,0,0,0,0,1,0,-0.237554011717009,0
"43",0,1,1,0,0,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.490732859740034,0
"44",1,0,0,0,0,1,0,0,1,0,0,-2.00880332745985,0,0,0,0,1,0,0.16004509003933,1
"45",0,1,0,1,0,0,1,0,1,0,0,-0.80635673372868,0,0,0,0,0,1,-0.491053578965716,1
"46",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.487753648619542,0
"47",0,1,1,1,0,1,0,0,0,1,0,-0.0651325133374367,0,0,0,0,1,0,-0.343816405768278,0
"48",0,1,0,1,0,0,1,0,1,0,0,-0.42980933035323,0,0,0,0,0,1,-0.493549779204156,1
"49",0,1,1,0,0,1,0,0,0,1,0,-0.0651325133374367,0,0,0,0,1,0,-0.224431572073442,0
"50",0,1,0,0,1,1,0,0,0,0,1,-0.881509645836878,0,0,0,0,1,0,-0.299379404619566,0
"51",0,1,1,0,1,0,0,1,0,0,0,-1.70819167902706,0,0,0,0,0,0,0.123496622616278,0
"52",0,1,1,0,1,0,1,0,0,1,0,-0.656050909512284,0,0,0,0,0,1,-0.492583757440054,0
"53",0,0,0,0,0,1,0,0,0,0,1,1.44823062951726,1,0,0,0,1,0,0.839158390203347,1
"54",1,0,0,0,1,1,0,0,0,0,1,-0.0548276126467003,0,0,0,0,1,0,-0.140951835306765,1
"55",0,0,1,0,0,1,0,0,0,1,0,2.65067722324843,1,0,0,0,1,0,0.554181969793126,0
"56",0,0,1,0,1,0,1,0,0,1,0,0.952186291419924,1,0,0,0,0,1,0.0425922998726988,1
"57",1,0,0,0,1,0,1,0,1,0,0,-0.656050909512284,0,0,0,0,0,1,-0.440418582178522,1
"58",0,1,1,0,0,0,1,0,0,1,0,-0.0924040687007993,0,0,0,0,0,1,-0.503611861899047,0
"59",1,0,0,0,1,1,0,0,1,0,0,-1.85849750324345,0,0,0,0,1,0,-0.10714107356318,1
"60",0,1,1,0,1,0,0,1,0,0,0,-1.40758003059426,0,0,0,0,0,0,0.262845262088056,0
"61",0,1,1,0,0,0,1,0,0,1,0,-0.580897997404086,0,0,0,0,0,1,-0.503611861899047,0
"62",0,0,0,0,1,0,1,0,1,0,0,0.621548596327081,1,0,0,0,1,0,0.902351669923872,1
"63",0,0,1,0,1,1,0,0,0,1,0,1.14761898108447,1,0,0,0,1,0,0.969490182528992,0
"64",0,1,1,0,1,0,0,1,0,0,0,-1.93365041535165,0,0,0,0,0,0,-0.104243008270872,0
"65",0,0,1,0,0,0,1,0,0,1,0,0.952186291419924,0,0,0,0,0,1,-0.107705230273415,0
"66",0,1,1,0,0,1,0,1,0,0,0,-1.69888877000395,0,0,0,0,1,0,-0.348727660416975,1
"67",1,0,0,0,1,0,1,0,0,0,1,-0.0548276126467003,1,0,0,0,0,1,-0.440418582178522,1
"68",0,1,1,0,1,0,1,0,0,1,0,-0.80635673372868,0,0,0,0,0,1,-0.485661245478496,0
"69",0,1,0,0,1,0,0,0,1,0,0,-0.956662557945076,0,0,0,0,0,1,-0.490168703029798,1
"70",0,1,1,0,1,1,0,0,0,1,0,-0.280286348971294,0,0,0,0,0,1,-0.475919882009287,0
"71",1,0,1,0,1,0,1,0,0,1,0,0.170631123677894,0,0,0,0,0,1,-0.440418582178522,0
"72",0,1,0,0,1,0,0,0,1,0,0,-1.03181547005327,0,0,0,0,0,0,0.262845262088056,0
"73",1,0,1,0,1,0,1,0,0,1,0,-0.656050909512284,0,0,0,0,0,0,0.776768840590555,0
"74",0,1,1,0,0,1,0,0,0,1,0,-0.280286348971294,0,0,0,0,1,0,-0.364021716986245,0
"75",0,1,1,0,1,0,1,0,0,1,0,0.170631123677894,0,0,0,0,0,0,0.44824029496754,1
"76",0,1,1,0,1,0,1,0,0,1,0,-0.355439261079492,0,1,0,0,0,1,-0.495481822732361,0
"77",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.490732859740034,0
"78",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.487753648619542,0
"79",1,0,1,0,1,1,0,1,0,0,0,-2.17188514673464,0,0,0,0,1,0,-0.0829905294606186,1
"80",0,1,0,0,1,0,1,0,1,0,0,0.0203252994614977,0,0,0,0,1,0,-0.402260722496476,1
"81",0,1,1,0,1,0,1,0,0,1,0,-0.580897997404086,0,0,0,0,0,1,-0.469399235101595,0
"82",0,1,1,0,1,0,1,0,0,1,0,-0.0548276126467003,0,0,0,0,0,1,-0.459739017460571,1
"83",0,1,0,1,0,0,1,0,1,0,0,-0.42980933035323,0,0,0,0,0,1,-0.492825262881079,1
"84",0,0,1,0,1,0,1,0,0,1,0,-0.129980524754898,0,0,0,0,1,0,0.266709349144465,0
"85",1,0,0,0,1,0,1,0,1,0,0,-0.956662557945076,0,0,0,0,0,1,-0.440418582178522,1
"86",0,1,0,0,1,1,0,0,0,0,1,0.245784035786092,0,0,0,0,1,0,-0.337054253419561,1
"87",0,1,1,0,1,0,0,0,0,1,0,-1.03181547005327,0,0,0,0,0,0,0.0208568101803939,0
"88",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.487753648619542,0
"89",0,0,0,0,1,0,0,0,1,0,0,-0.505745085295888,0,0,1,0,0,0,4.43799132653881,1
"90",0,1,1,0,1,0,1,0,0,1,0,-0.43059217318769,0,0,0,0,0,1,-0.487753648619542,0
"91",0,1,1,0,1,0,1,0,0,1,0,-0.0548276126467003,0,0,0,0,0,1,-0.487753648619542,0
"92",0,1,1,0,1,0,1,0,0,1,0,-0.731203821620482,0,0,0,0,0,1,-0.491536589847767,0
"93",0,0,1,0,1,1,0,0,0,1,0,1.22277189319266,1,0,0,0,1,0,0.538644475739303,0
"94",0,1,1,0,1,1,0,0,0,1,0,-0.280286348971294,0,0,0,0,1,0,-0.24576519671188,0
"95",0,1,1,0,1,0,1,0,0,1,0,2.19975975059924,0,0,0,0,0,1,-0.503209996845181,0
"96",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.487753648619542,0
"97",0,0,1,0,0,0,1,0,0,1,0,3.10159469589761,1,0,0,0,0,1,0.026251075711142,0
"98",0,0,1,0,0,1,0,0,0,1,0,-0.505745085295888,0,1,0,0,1,0,0.5808267820906,1
"99",1,0,0,0,1,1,0,0,0,0,1,0.32093694789429,0,0,0,0,1,0,-0.198913141152912,1
"100",1,0,1,0,1,1,0,0,0,1,0,0.32093694789429,0,0,0,0,1,0,-0.140951835306765,0
"101",0,1,0,0,1,0,1,0,1,0,0,-0.129980524754898,0,0,0,0,0,1,-0.490732859740034,0
"102",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.490732859740034,0
"103",0,0,1,0,1,1,0,0,0,1,0,-0.656050909512284,1,0,0,0,1,0,0.849944989221314,0
"104",0,1,1,0,1,0,1,0,0,1,0,0.245784035786092,0,0,0,0,0,1,-0.476080241622128,0
"105",0,1,1,0,1,1,0,0,0,1,0,0.546395684218883,0,0,0,0,0,1,-0.490168703029798,0
"106",0,1,1,0,1,0,1,0,0,1,0,-0.129980524754898,0,0,0,0,0,1,-0.490732859740034,0
"107",0,1,0,0,1,0,1,0,1,0,0,-0.656050909512284,0,0,0,0,0,1,-0.495481822732361,1
"108",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.493066768322105,1
"109",0,1,1,0,1,0,1,0,0,1,0,0.621548596327081,0,0,0,0,0,1,-0.490732859740034,0
"110",0,1,0,1,0,1,0,0,1,0,0,-0.42980933035323,0,0,0,0,1,0,-0.176694640578555,1
"111",0,0,1,0,1,0,1,0,0,1,0,1.29792480530086,1,0,0,0,1,0,0.361379482026505,0
"112",0,1,0,0,0,1,0,0,1,0,0,-1.14454483821557,0,0,0,0,1,0,-0.364021716986245,0
"113",0,1,1,0,1,0,1,0,0,1,0,-0.580897997404086,0,0,0,0,0,1,-0.487753648619542,0
"114",0,1,0,0,1,1,0,0,1,0,0,-0.731203821620482,0,0,0,0,0,1,-0.453459875993905,0
"115",0,1,0,0,0,0,1,0,1,0,0,-0.956662557945076,0,0,0,0,1,0,-0.363942503201588,0
"116",0,1,1,0,1,0,1,0,0,1,0,-0.656050909512284,0,0,0,0,0,1,-0.490168703029798,0
"117",0,1,1,1,0,0,1,0,0,1,0,3.06401823984351,0,0,0,0,0,1,-0.493549779204156,0
"118",1,0,1,0,1,1,0,0,0,1,0,-0.0548276126467003,0,0,0,0,1,0,-0.237554011717009,0
"119",0,0,1,0,0,1,0,0,0,1,0,-0.43059217318769,0,1,0,0,1,0,4.13892644472092,0
"120",0,1,0,0,1,0,0,0,1,0,0,-2.08395623956805,0,0,0,0,0,0,-0.0390365391939575,0
"121",1,0,1,0,1,1,0,0,0,1,0,-0.656050909512284,0,0,0,0,0,0,0.776768840590555,0
"122",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.487753648619542,0
"123",1,0,1,0,0,1,0,0,0,1,0,0.208207579731993,0,0,0,0,1,0,-0.0623022073606007,0
"124",1,0,0,0,1,0,1,0,1,0,0,0.208207579731993,1,0,0,0,0,1,-0.3921174939734,1
"125",0,0,1,0,1,1,0,0,0,1,0,1.82399519005825,1,0,0,0,1,0,0.849944989221314,0
"126",0,1,1,0,0,1,0,1,0,0,0,-1.33242711848607,0,0,0,0,1,0,-0.426088615329826,1
"127",0,1,1,1,0,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.493549779204156,0
"128",0,1,1,0,1,0,1,0,0,1,0,-0.43059217318769,0,0,0,0,0,1,-0.505302399986227,1
"129",0,1,0,0,0,1,0,0,1,0,0,-1.69888877000395,0,1,0,0,1,0,-0.211311064473402,1
"130",0,1,1,0,1,0,1,0,0,1,0,1.14761898108447,0,0,0,0,0,1,-0.508523116547744,0
"131",0,1,1,0,0,0,1,0,0,1,0,0.245784035786092,0,0,0,0,0,1,-0.490732859740034,0
"132",0,1,1,0,1,0,1,0,0,1,0,-0.731203821620482,0,0,0,0,0,1,-0.50707408390159,0
"133",0,1,0,0,1,1,0,0,0,0,1,1.29792480530086,0,0,0,0,1,0,-0.363136841050327,0
"134",1,0,0,0,1,1,0,0,0,0,1,-0.0548276126467003,0,0,0,0,1,0,-0.140951835306765,1
"135",1,0,1,0,1,0,1,0,0,1,0,-0.355439261079492,0,0,0,0,0,1,-0.3921174939734,0
"136",1,0,1,0,0,0,1,0,0,1,0,-0.505745085295888,0,0,0,0,0,1,-0.352591747473384,0
"137",0,0,0,0,1,1,0,0,1,0,0,-0.80635673372868,1,0,0,0,0,1,-0.135478355991361,1
"138",0,0,1,0,1,1,0,0,0,1,0,0.546395684218883,1,0,0,0,1,0,0.382631960836758,0
"139",0,1,1,0,1,0,1,0,0,1,0,-1.03181547005327,0,0,0,0,1,0,-0.465212496775975,0
"140",0,0,1,0,0,0,1,0,0,1,0,-0.43059217318769,1,0,0,0,1,0,0.886895321698233,0
"141",0,1,0,0,0,1,0,0,0,0,1,-0.0651325133374367,0,0,0,0,1,0,-0.348727660416975,0
"142",0,1,0,0,1,0,1,0,1,0,0,-0.580897997404086,0,0,0,0,0,1,-0.493549779204156,1
"143",0,1,0,0,1,1,0,0,0,0,1,-0.43059217318769,0,0,0,0,1,0,-0.337054253419561,1
"144",0,1,1,1,0,0,1,0,0,1,0,-0.80635673372868,0,0,0,0,0,1,-0.512870214486205,0
"145",1,0,1,0,1,0,1,0,0,1,0,-0.881509645836878,0,0,0,0,0,1,-0.421098146896473,0
"146",1,0,1,0,1,1,0,0,0,1,0,-0.80635673372868,0,0,0,0,1,0,0.0667428439752599,0
"147",0,1,1,0,1,0,1,0,0,1,0,-0.205133436863096,0,0,0,0,0,1,-0.492664903268239,1
"148",0,1,0,0,1,0,0,0,1,0,0,-1.55788585481066,0,0,0,0,0,0,0.0208568101803939,0
"149",1,0,1,0,1,1,0,0,0,1,0,0.508819228164784,1,0,0,0,1,0,-0.140951835306765,0
"150",1,0,1,0,1,0,1,0,0,0,0,0.922160244759873,0,0,0,0,0,1,-0.3921174939734,0
"151",1,0,1,0,1,0,1,0,0,0,0,1.59853645373365,0,0,0,0,0,1,-0.401294700732373,0
"152",0,0,0,0,1,1,0,0,0,0,1,-0.580897997404086,1,0,0,0,1,0,0.643457837144418,1
"153",0,1,1,0,1,0,1,0,0,1,0,1.93672455822055,0,0,0,0,0,1,-0.487753648619542,0
"154",0,1,1,0,1,1,0,0,0,1,0,0.809430876597576,0,0,0,0,1,0,-0.363136841050327,0
"155",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.502002469640053,0
"156",0,0,1,0,0,1,0,0,0,1,0,1.59853645373365,0,0,0,0,1,0,0.542589708623897,0
"157",0,1,0,1,0,0,1,0,1,0,0,-1.03181547005327,0,0,0,0,0,1,-0.493872430473367,1
"158",0,1,1,0,1,0,1,0,0,1,0,0.0203252994614977,0,0,0,0,0,1,-0.487753648619542,0
"159",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.475919882009287,0
"160",0,1,1,0,1,0,0,1,0,0,0,-0.820124747226902,0,0,0,0,0,0,0.700453121226462,0
"161",0,1,1,0,1,1,0,0,0,1,0,1.07246606897627,0,0,0,0,1,0,-0.332224144599049,0
"162",1,0,0,0,1,0,1,0,0,0,1,0.771854420543477,0,0,0,0,1,0,-0.338986296947766,1
"163",0,1,1,0,1,0,1,0,0,1,0,-0.280286348971294,0,0,0,0,0,1,-0.493066768322105,0
"164",0,1,1,0,1,0,1,0,0,1,0,-0.956662557945076,0,0,0,0,0,1,-0.475919882009287,0
"165",0,1,1,0,1,0,0,1,0,0,0,-2.15910915167624,0,0,0,0,0,0,0.123496622616278,0
"166",0,1,1,0,1,1,0,1,0,0,0,-1.55788585481066,0,0,0,0,1,0,-0.246731218475983,1
"167",0,0,0,0,1,1,0,0,0,0,1,0.952186291419924,1,0,0,0,1,0,0.419340787872651,1
"168",0,1,0,0,1,0,0,0,0,0,1,1.14761898108447,0,0,0,0,0,0,-0.104243008270872,0
"169",0,0,1,0,1,0,1,0,0,1,0,0.952186291419924,0,0,0,0,0,1,-0.142400867952919,0
"170",0,1,1,0,1,0,1,0,0,1,0,-0.129980524754898,0,0,0,0,0,0,0.44824029496754,0
"171",0,0,1,0,1,0,1,0,0,1,0,2.35006557481563,1,0,0,0,0,1,0.00395142930860115,0
"172",0,1,1,1,0,0,0,1,0,0,0,-1.93365041535165,0,0,0,0,0,0,-0.0805754750503625,0
"173",0,1,0,0,1,1,0,0,1,0,0,-2.15910915167624,0,0,0,0,1,0,-0.428182950514401,1
"174",0,1,1,0,1,0,1,0,0,1,0,-0.656050909512284,0,0,0,0,0,1,-0.490168703029798,0
"175",0,0,1,0,0,0,1,0,0,1,0,1.97430101427464,1,0,0,0,0,1,-0.0502269353093202,0
"176",0,1,1,0,1,1,0,0,0,1,0,-0.881509645836878,0,0,0,0,0,1,-0.491536589847767,0
"177",0,1,1,0,1,0,0,1,0,0,0,-1.69888877000395,0,0,0,0,0,0,-0.151255423442682,0
"178",0,0,0,0,0,0,1,0,1,0,0,1.52338354162546,1,0,0,0,0,1,-0.0885451546042077,0
"179",1,0,1,0,1,0,1,0,0,1,0,0.0203252994614977,0,0,0,0,0,1,-0.3921174939734,0
"180",0,1,1,0,1,0,1,0,0,1,0,0.471242772110685,0,0,0,0,1,0,-0.643283152640035,0
"181",0,1,0,0,1,0,0,0,1,0,0,-0.820124747226902,0,0,0,0,0,0,0.700453121226462,0
"182",1,0,1,0,0,0,1,0,0,1,0,0.251579409605381,0,0,0,0,0,1,-0.3525106016452,0
"183",0,1,1,0,1,0,0,1,0,0,0,-1.55788585481066,0,0,0,0,0,0,-0.036862990224727,0
"184",1,0,1,0,1,1,0,1,0,0,0,-2.15910915167624,1,0,0,0,1,0,0.11021382335987,1
"185",0,1,0,0,1,1,0,0,1,0,0,-1.93365041535165,0,0,0,0,1,0,-0.217750565552909,1
"186",0,0,1,0,1,0,1,0,0,1,0,0.952186291419924,1,0,0,0,0,1,0.322738611462407,0
"187",0,1,0,1,0,1,0,0,0,0,1,-0.0651325133374367,0,0,0,0,1,0,-0.343816405768278,1
"188",0,0,1,0,1,0,1,0,0,1,0,1.14761898108447,0,0,0,0,0,1,-0.130325595901638,1
"189",0,1,1,1,0,1,0,0,0,1,0,0.771854420543477,0,0,0,0,1,0,-0.343816405768278,0
"190",0,1,1,0,1,0,1,0,0,1,0,0.471242772110685,0,0,0,0,0,1,-0.490732859740034,0
"191",1,0,0,0,1,0,1,0,0,0,1,0.170631123677894,0,0,0,0,0,1,-0.3921174939734,1
"192",1,0,1,0,1,0,1,0,0,1,0,-0.80635673372868,0,0,0,0,0,1,-0.3921174939734,0
"193",0,1,0,0,1,1,0,0,1,0,0,-0.80635673372868,0,0,0,0,0,1,-0.491536589847767,1
"194",1,0,1,0,1,1,0,1,0,0,0,-2.00880332745985,1,0,0,0,1,0,-0.140951835306765,1
"195",0,0,0,0,0,0,1,0,0,0,1,1.07246606897627,1,0,0,0,0,1,-0.107705230273415,1
"196",0,0,0,0,0,0,1,0,1,0,0,2.12460683849104,1,0,0,0,1,0,2.18756248123399,1
"197",0,1,1,1,0,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.493549779204156,0
"198",0,1,1,0,1,1,0,0,0,1,0,0.922160244759873,0,0,0,0,0,1,-0.48091035044264,0
"199",0,1,0,1,0,0,1,0,1,0,0,-0.42980933035323,0,0,0,0,0,1,-0.493549779204156,1
"200",1,0,0,0,1,0,1,0,1,0,0,-0.43059217318769,0,0,0,0,0,1,-0.3921174939734,0
"201",0,1,1,0,1,0,1,0,0,1,0,-0.129980524754898,0,0,0,0,0,1,-0.459739017460571,0
"202",0,1,1,0,1,0,0,0,0,1,0,-0.0651325133374367,0,0,0,0,0,0,0.700453121226462,0
"203",0,1,1,0,1,0,1,0,0,1,0,0.32093694789429,0,0,0,0,0,1,-0.517781469134902,0
"204",0,1,1,0,0,0,1,0,0,1,0,1.18519543713857,0,0,0,0,0,1,-0.503693007727232,0
"205",0,1,1,0,1,0,1,0,0,1,0,-0.881509645836878,0,0,0,0,0,1,-0.487753648619542,1
"206",0,1,0,0,1,1,0,0,1,0,0,-2.08395623956805,1,0,0,0,1,0,-0.441143098501599,0
"207",0,1,1,0,1,1,0,0,0,1,0,0.170631123677894,0,0,0,0,1,0,-0.337054253419561,0
"208",0,1,1,0,0,0,1,0,0,1,0,-0.280286348971294,0,0,0,0,1,0,-0.280300474778542,1
"209",0,1,0,1,0,0,1,0,1,0,0,-1.03181547005327,0,0,0,0,0,1,-0.493549779204156,1
"210",0,0,1,0,0,0,1,0,0,1,0,0.771854420543477,1,0,0,0,0,1,-0.0443496588965209,1
"211",0,1,1,0,1,0,1,0,0,1,0,-0.43059217318769,0,0,0,0,0,1,-0.50707408390159,0
"212",1,0,0,0,1,0,1,0,1,0,0,0.396089860002487,0,0,0,0,1,0,-0.237554011717009,1
"213",0,1,1,0,1,0,1,0,0,1,0,-0.580897997404086,0,0,0,0,0,1,-0.503209996845181,0
"214",1,0,1,0,1,0,1,0,0,1,0,0.0203252994614977,0,0,0,0,0,1,-0.3921174939734,0
"215",0,1,1,1,0,1,0,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.493549779204156,0
"216",0,0,0,0,0,1,0,0,1,0,0,0.0954782115696956,1,0,0,0,1,0,1.54523915393405,1
"217",0,1,0,0,1,0,1,0,1,0,0,-0.205133436863096,0,0,0,0,0,1,-0.490168703029798,1
"218",1,0,1,0,1,1,0,0,0,1,0,0.922160244759873,0,0,0,0,1,0,-0.121631400024716,0
"219",0,0,0,0,0,0,1,0,1,0,0,0.170631123677894,1,0,0,0,1,0,0.83070569976745,1
"220",1,0,1,0,1,0,1,0,0,1,0,0.0203252994614977,0,0,0,0,0,1,-0.440418582178522,0
"221",0,1,1,0,1,0,1,0,0,1,0,-1.03181547005327,0,0,0,0,0,1,-0.487753648619542,1
"222",1,0,1,0,1,0,1,0,0,1,0,-0.205133436863096,0,0,0,0,0,1,-0.3921174939734,0
"223",0,1,1,0,1,0,1,0,0,1,0,1.59853645373365,0,0,0,0,0,1,-0.487753648619542,0
"224",0,1,1,0,1,0,1,0,0,1,0,-0.0651325133374367,0,0,0,0,0,1,-0.490732859740034,0
"225",0,0,1,0,1,1,0,0,0,1,0,0.621548596327081,1,0,0,0,1,0,1.09555602274436,1
"226",0,1,1,0,1,0,1,0,0,1,0,-0.580897997404086,0,0,0,0,0,1,-0.462637082752878,0
"227",1,0,1,0,1,0,1,0,0,1,0,-0.80635673372868,0,0,0,0,0,1,-0.440418582178522,1
"228",0,1,1,0,1,0,1,0,0,1,0,-0.693627365566383,0,0,0,0,0,1,-0.503209996845181,0
"229",1,0,1,0,1,0,1,0,0,1,0,-0.881509645836878,0,0,0,0,0,1,-0.3921174939734,0
"230",0,1,0,0,1,0,0,0,1,0,0,-1.69888877000395,0,0,0,0,0,0,-0.151255423442682,0
"231",0,0,0,0,1,1,0,0,0,0,1,0.396089860002487,1,0,0,0,1,0,0.969490182528992,1
"232",0,1,1,0,1,0,1,0,0,1,0,-0.0548276126467003,0,0,0,0,0,1,-0.493066768322105,0
"233",1,0,1,0,1,0,1,0,0,1,0,2.19975975059924,0,0,0,0,0,1,-0.382457276332376,0
"234",0,1,0,0,1,0,0,0,1,0,0,-1.85849750324345,0,0,0,0,0,0,-0.036862990224727,1
"235",1,0,1,0,1,0,1,0,0,1,0,-0.43059217318769,0,0,0,0,0,1,-0.440418582178522,0
"236",0,1,0,0,1,0,1,0,1,0,0,-0.42980933035323,0,0,0,0,0,1,-0.497413866260566,0
"237",1,0,1,0,1,1,0,0,0,1,0,1.07246606897627,0,0,0,0,1,0,-0.140951835306765,0
"238",1,0,0,0,1,1,0,0,1,0,0,-1.63303876691886,0,0,0,0,1,0,-0.136121726486253,1
"239",1,0,1,0,1,0,1,0,0,1,0,-0.80635673372868,0,0,0,0,0,1,-0.440418582178522,0
"240",1,0,1,0,1,0,1,0,0,1,0,0.245784035786092,0,0,0,0,0,1,-0.406124809552885,0
"241",0,1,0,0,0,1,0,0,1,0,0,-0.42980933035323,0,0,0,0,1,0,-0.364021716986245,0
"242",0,1,0,1,0,1,0,0,1,0,0,-0.42980933035323,0,0,0,0,1,0,-0.343816405768278,1
